Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
CTR_1	0.4424305327522764	0.4640363188888241	0.4784790429329463	0.4973722035043749	0.5438466008053877	0.5810478918944509	0.6259777811102403	0.6720253398198142	0.7071760834566333	0.7360720409490891	0.766703070792431	0.7951375751392641	0.8197028097062683	0.8464584224500045	0.8670278598440115	0.8903773312704689	0.9189651970694046	0.9499491853089135	0.9679168855641445	0.9849848937477057	1.001434107043903	1.0159168919474464	1.03036751444247	1.047826646428681	1.0541020191454875	1.0651830153738346	1.0702489705087532	1.0696843321178804	1.0703249663008665	1.0675509281356859	1.0676331821292588	1.0615910680076202	1.065217248418585	1.0744427901404179	1.0877105365499364	1.0974928900798828	1.1022371051478428	1.1100657599262826	1.1104471714644752	1.0993640870371673	1.0906987678812519	1.0784895123883598	1.0790022237205281	1.0796757479753676	1.078103583498771	1.0797932459113175	1.0833565418803999	1.1253418993182083	1.1407554165684188	1.1371002834058959	1.1425162459077078	1.1611490327417309	1.16482664128583	1.1639448991482324	1.1685359555285981	1.1683296324774692	1.1667729174039432	1.1691573871980494	1.1736982654009436	1.1896578257422927	1.1983868813100724	1.1991749738092592	1.2132447477598676	1.2378700231322144	1.240994756316525	1.2471455386165298	1.2555525341752578	1.2665294131473255	1.2728752301979716	1.275194905428478	1.2755807276225666	1.2450895093823078	1.2106174513159478	1.2134601670510874	1.2071438737100535	1.1964364138986296	1.1892802215455656	1.1868597488355788	1.1836314134299875	1.1815999904953016	1.1831044337971715	1.1790213259786166	1.1742495453621975	1.1667822469319704	1.1558154057607195	1.142558425568141	1.122422240448446	1.0954802861802737	1.0614985372235999	1.0251255677707471	0.9777789896013007	0.9152658557914077	0.8338071940315152	0.745444956899821	0.661103095117688	0.5510164496752376	0.4213813151884491	0.29699343016949475	0.1745722310328954	0.054475623553362426
CTR_2	0.4317870043786155	0.4583897721074773	0.4751613792114698	0.49559794546449487	0.5482083957522158	0.5890829824269849	0.6374928864186538	0.6882484555153242	0.72451195389555	0.7554755861211478	0.7858901859504919	0.8134477725270703	0.8376043157406008	0.8646474873139421	0.8863195287538425	0.9093646840250713	0.9372647038831718	0.9679315235518371	0.9828116674679221	0.9974053486638964	1.0125259453273032	1.0262203097986557	1.0400365227947097	1.0565221809199703	1.059395573844525	1.0650497412421331	1.0668824970695985	1.0657959381301672	1.0653979637404924	1.0629511848058515	1.0638100737051024	1.057045563370624	1.0604274105690115	1.069023227069448	1.0801494574958201	1.0906095079227194	1.0943564232760128	1.1006505356359277	1.0994148777737132	1.0871387207155234	1.0753823604095818	1.0609414237071475	1.0600590124397709	1.0595892857121942	1.0599504791820358	1.0596414918459771	1.0639608968245564	1.1058348213444213	1.1206321900654796	1.1208776049393567	1.1269178724047164	1.1475547165124906	1.1505299480493745	1.1491227736252492	1.153910187977477	1.153240532236878	1.1493827100271092	1.1493487135703049	1.1542628347299666	1.17328742659336	1.1874242460618396	1.190984468752635	1.2082327365777148	1.2392708531742473	1.2436655872811992	1.2524676550566347	1.2635340621399456	1.2748949499030982	1.2816527411321876	1.284676246656552	1.2850268409118315	1.2548562573014816	1.2222557994285466	1.2257086343531585	1.2181798364979168	1.2076380426906124	1.2003524181366467	1.198233091667824	1.195474023040267	1.1930390610837063	1.195073134232613	1.190803211741837	1.1840995978938087	1.1769672622591643	1.164120307287919	1.1498745661956675	1.1287055442448422	1.1013401685173707	1.065150052057898	1.0271706925762463	0.9796228711519213	0.9163708447954894	0.8323887748182135	0.7414906226107338	0.6569059919613158	0.5414120351306119	0.4090222467882867	0.2870594678556761	0.168168168920223	0.05221237053758105
CTR_3	0.46149901775510704	0.49117480910555517	0.5117807520447054	0.5378229094206832	0.5929054491047179	0.6360965096871944	0.689210027783271	0.7472619060709961	0.7848962024424887	0.8154960204331586	0.844521225593722	0.8710596901578281	0.8945561149134332	0.9192866023040621	0.9389494233953064	0.9612362456988365	0.9890577458390575	1.0185165438241437	1.0325070405924917	1.0474255469381253	1.061365765197455	1.0750040553212028	1.0887799730432977	1.1039259158145391	1.1053479225539797	1.1123699272965983	1.1153986456006066	1.1131150680300776	1.1111644033678654	1.1064390419133672	1.1043786141410206	1.0975097434479573	1.1004146501073322	1.1073298246257284	1.1177710204721125	1.1258299510398744	1.1285366980743592	1.1326056365011552	1.127235410555486	1.1086136765846446	1.089239646709939	1.0722528090870662	1.0697432209255473	1.0675463089905766	1.0645421059994358	1.0639768909258063	1.0668036553798566	1.106079182755867	1.1209913976787647	1.121376754430329	1.1269359971369104	1.143954865755482	1.1471158939109143	1.1456605577422938	1.1490418874284163	1.148160372936543	1.147282892701164	1.1485559959426006	1.1497628780192828	1.1632622425363226	1.1722740657386894	1.1750667176141505	1.1861658440934146	1.2059078792953555	1.207660507540311	1.2109615732845271	1.2161509599261333	1.2234866170560381	1.2266124413051915	1.2278407418352646	1.2252564934303352	1.1951045337363584	1.159956376379206	1.161046633030783	1.154102587775917	1.1438744660327431	1.1371203799984222	1.1341013719588204	1.1307720956694058	1.128459989765478	1.130169876832482	1.1248837244689252	1.1203903687139554	1.1107118913561647	1.1001433135458436	1.0870897170214842	1.0686608919935954	1.042838944398736	1.0115277277920545	0.9751409349261344	0.9303598488308947	0.8725410126591565	0.7958119908977326	0.7108309385437038	0.6278733847613105	0.5228956054883593	0.4022134346359486	0.28336909019204437	0.16737709252461574	0.05256665116368234
CTR_4	0.4336164175372951	0.4579545928194196	0.4745884625233364	0.49328622569478386	0.5421244439725642	0.5826066300441463	0.6310619786133569	0.6818189764418368	0.7182547588619627	0.7481194874742123	0.7786008320785857	0.8068164666812563	0.8311343492348506	0.8570904137328541	0.8786000033251328	0.9010746366314566	0.9283818542722749	0.9569639246542192	0.9719075441046532	0.9877565348286632	1.0033165608033803	1.0168639967732742	1.0300638105705602	1.0463717216278612	1.0496724000089315	1.0571412741060562	1.0604891363203666	1.0601733760111685	1.0611335756418423	1.058604274727097	1.0595770713240595	1.05378857329733	1.0584035780792942	1.067885966593916	1.0799659373903001	1.091079818121628	1.0988398810117455	1.1059704954126783	1.1031795315351753	1.0902127567312383	1.078986170408712	1.064705686217538	1.0643847217247888	1.0635788956882906	1.062806083661913	1.0639437610155558	1.0689721161395165	1.111140506300949	1.1257027416595498	1.1260788145493943	1.1325180499950054	1.1529120927080232	1.1566457158510703	1.1559843267092331	1.1611037008580456	1.16272118543276	1.1631147787349239	1.1634953483137922	1.1680628989463504	1.1858191901583164	1.1969736688656518	1.2004254865577884	1.2161319853115446	1.2458086555390362	1.250716655051962	1.258719501889868	1.2679139050840524	1.277761481827259	1.282404850353717	1.2873531709301316	1.2866108765894928	1.2567404992648352	1.220865610664562	1.223002710133213	1.2160982625062389	1.2059191655272326	1.1985867485228627	1.195509423373358	1.1943387624818107	1.1925903495893608	1.194236448541518	1.1886233326644262	1.1841110467671023	1.1762986358245326	1.1623867621807589	1.1484578013368638	1.127994685155639	1.1013520722229806	1.066047430050695	1.0288742698562612	0.9833410726588128	0.9202700488233073	0.8347697210338831	0.7441154515112587	0.6574042762167346	0.5422568251702072	0.4097038228412275	0.2875967329700501	0.16835709268816168	0.05216164673308721
CTR_5	0.44313083807978376	0.4659256197305088	0.4814802857830161	0.5012900049474794	0.548219127758575	0.5879822808287596	0.6352533364311819	0.6849320180656472	0.721130397604199	0.7508248107414145	0.7811394571512629	0.81003256430108	0.8346289842124716	0.8610093169386235	0.8825711113828186	0.9055636854990599	0.9326340603080723	0.9623684882693792	0.9789487578890776	0.9952791277900898	1.0120048117511988	1.0260357424180218	1.0396422014222195	1.055702165690643	1.0613820349621785	1.07078734506441	1.0754993399644495	1.075389794067054	1.0772015406933206	1.0757306537554971	1.0768067350176913	1.071840296704346	1.0757443255562775	1.0845644382702786	1.096286679009217	1.1061824318758	1.1108801369344399	1.1170736437388162	1.1154028222510932	1.1029185322082868	1.0925656208205496	1.0795318689894715	1.0788936726383984	1.0782948751820236	1.077932554291087	1.0789730870161627	1.082667517035482	1.1176646982490612	1.1297089459029561	1.1269520539039075	1.1322191932647148	1.1488857110045845	1.151477735795004	1.1542026548478963	1.159476625143738	1.1559183564806732	1.1538449811648845	1.1548717138128204	1.159466008924077	1.176101180284053	1.1857192841210102	1.187893475861263	1.2018244171079349	1.2199443264826402	1.2254623557593827	1.2350142332178493	1.2439095776909743	1.254366574111017	1.260735807067495	1.2632344166105096	1.2630403532546024	1.2367945820198616	1.2088653570370704	1.2117825492365328	1.2055034480344133	1.1965825104124492	1.1905060787681796	1.188718316978448	1.185798553477827	1.1837738627233896	1.1857200378990893	1.1815650369212014	1.176310470462436	1.1684511320684847	1.1561533797037165	1.1425096446006648	1.1210281366668515	1.0925310160865067	1.0564810203925115	1.0187052778486292	0.9707758468001534	0.9078925363775099	0.826177769075972	0.7381242338481488	0.6532018163752283	0.5421296400596276	0.4141353848842881	0.2919768833485816	0.171953728847273	0.05363792794100996
CTR_6	0.4762353708443189	0.507728216945914	0.5311195440430029	0.5595631109656213	0.6150140952132992	0.6608778595780621	0.7149953898283006	0.7774490646672405	0.8168064496645259	0.8496310894883787	0.8796550445178462	0.9055269827766459	0.9277028927504325	0.9509575792045868	0.970539924810578	0.9921683197641586	1.0193763016172204	1.0499357266607825	1.065548734412874	1.0805407309776698	1.0943551780877534	1.1076007559019407	1.1215280986045384	1.1374759030145059	1.1411375830351382	1.150861930639608	1.1532312052951041	1.1509014632169297	1.148781584908673	1.141696101881106	1.1379101653035428	1.1300247773473653	1.1321125400003111	1.1378569978273412	1.1472670913245764	1.1541822432840265	1.1552193101951758	1.157546091725976	1.1500214106152045	1.1286413562618685	1.1049060579712464	1.0844254725167006	1.0785052727632634	1.0746053219691645	1.070469352676015	1.0689416481911387	1.0708131553024172	1.1041458399565658	1.114944649356783	1.1101044153164867	1.1127203897624511	1.1271795494265613	1.128972156654245	1.1264671580901808	1.1294856611383548	1.1280282732683626	1.1243451001804723	1.1237498275989592	1.1242074911527058	1.1377913848842638	1.1467236305281014	1.1498496816009733	1.161009302963934	1.1818671130664193	1.1830339929439426	1.186074920431029	1.1904648605828687	1.195989227926385	1.1982948807096643	1.197174466157582	1.1928453843292164	1.1631245987780603	1.131319257748608	1.1319104256749113	1.1247790692405957	1.1155940924442462	1.1096097522543606	1.1072139933536367	1.103095715492481	1.1004938563699642	1.101356424386165	1.096384300921375	1.091362222384657	1.08097911669256	1.0704136242222562	1.0577355147924905	1.038584652366479	1.0119170072150045	0.9804375335630469	0.9450214700226321	0.9004221607493726	0.8437790525495786	0.7687506966954545	0.6879993885858736	0.6077485370291889	0.5036590880021556	0.3853193365729893	0.27149229952465964	0.1608254569245704	0.050811498824042206
GEM_50_TAX_10_1	0.4421575545623913	0.46691864721370757	0.4839271126659997	0.5051661961782052	0.5525474678165556	0.5919422608147374	0.635529586004211	0.680003421483975	0.7125997593115568	0.7434401460381249	0.7750691887520051	0.803390054041741	0.8275713739893343	0.8535731868396839	0.8753177180345313	0.8984728393363907	0.9260548631996484	0.9590739201869058	0.9778533010386963	0.9940790331570635	1.0101412267717382	1.0247717382152963	1.0395434560947783	1.0578656625038425	1.0637634063854917	1.072052828817221	1.0756552136874142	1.075695915344602	1.0750816768525764	1.0718865612045043	1.0709499054897624	1.0645254138002487	1.0679694372820023	1.0767631531875828	1.0894737787596869	1.1001162533869346	1.1043655092674318	1.1100586645740724	1.1095966020471637	1.100824463564685	1.0941093140692537	1.0817750136074349	1.0797152307184648	1.0791724913370604	1.0782850233859036	1.0809492030046361	1.0839912358901014	1.1167100276073045	1.1251448633976253	1.1258670866022338	1.1312739319510319	1.1473214562661807	1.1501702830879652	1.1494621315768154	1.1547488058161897	1.1552183802848626	1.1536680385020606	1.1554819549998134	1.1592336082530585	1.1741043388822479	1.1845230935420203	1.1865750494315521	1.2016137556292468	1.228653159770374	1.2322135308442554	1.2386770840230013	1.2472394079089222	1.2554692910061276	1.260557300255274	1.2612299933178954	1.2597227539045	1.232389398720493	1.2077062458298085	1.2111827882097441	1.2047232681208933	1.196646004686526	1.1915980431194382	1.1897786769826704	1.1865385647335958	1.1850193261683037	1.1862647111888776	1.1820270752237563	1.1776280314735237	1.1695987623593478	1.1592574434416831	1.1459830900509405	1.1259116658572836	1.0981628735034967	1.0643540008386339	1.0272739403271318	0.9791483615975655	0.9187195165109241	0.8391499951801406	0.7517644210037128	0.6660125645188584	0.5537175139683018	0.42259261084271127	0.29786098957915813	0.17530208002091224	0.05502269916566564
GEM_50_TAX_10_2	0.45545737834588546	0.48387712339206135	0.5049128188479879	0.5302351423290652	0.5818617464078197	0.6234664118800316	0.67128513349585	0.7269905110248923	0.7639737751799797	0.7961257368999145	0.8262492869254607	0.8524869211278848	0.8755176972536227	0.8995486167365887	0.9192073303093325	0.9412631101630465	0.9691673415691184	0.9999277239492227	1.016992650355898	1.0315789084331688	1.0452503557207136	1.0591233466218233	1.0745399183534838	1.0922953441928787	1.0936338786302073	1.1059132648815442	1.1094242179715748	1.1094009022341296	1.1094296939259385	1.10296596297347	1.100238529840496	1.0922554033244196	1.0938304918526196	1.100136825136931	1.1094267660718204	1.1171768509295021	1.1213418905345491	1.1259029978604194	1.1229160406817076	1.1072023468902699	1.0877952082763875	1.0731200306486295	1.0713459045795177	1.0689705144325863	1.0674119874893437	1.0651808169454569	1.0664767753994153	1.095505295545823	1.1036505278568642	1.1019039256181533	1.1057725015697744	1.1198840620380028	1.1217401513302432	1.1206002963475437	1.1242531717065678	1.1241333675060923	1.1217743179618453	1.1233937293685465	1.1248525667669558	1.1633659716995166	1.178903462518018	1.1797721917964517	1.1931901046921105	1.2124207789539447	1.2138808153100944	1.2183885194738515	1.2235576475599819	1.2307067905283913	1.234643807667989	1.2350529082073085	1.2332563933628582	1.206897450597662	1.1817375734668962	1.1855083526401842	1.1803791245424522	1.1728384034742652	1.168045889245161	1.1662026759676623	1.162877180632623	1.1609682699526658	1.1616311957091758	1.1573540791655252	1.1534665005893068	1.145101379567123	1.1355808086971808	1.1225989224295259	1.1038880097657262	1.0775745407502202	1.0456516351790381	1.0102006209073697	0.9641125143868038	0.8905719189062996	0.7979323111145381	0.7134490269236241	0.6310224812595288	0.523885794990547	0.40489843411469406	0.28620333689624156	0.16883738262841289	0.05314924908594859
GEM_50_TAX_10_3	0.46654853829146903	0.4954505994897096	0.5174362287558788	0.5439835349103609	0.5958768248188129	0.6369558832016201	0.6840498999097111	0.7331122211741751	0.7642683166079497	0.7932408182847686	0.8232676823970115	0.848642398272016	0.8709990466224369	0.8934368308774181	0.9116915046773043	0.932913356062061	0.9601631511919676	0.9914706203430921	1.007810847119632	1.0217797020131254	1.0341748254232612	1.048154595548996	1.0628029267515917	1.0787684842918712	1.0829533964129234	1.0917451828035458	1.0943661089387249	1.0939687914703888	1.092022201218199	1.0863975833671415	1.0841108036048366	1.0763690360281009	1.0796765695268309	1.088163785631329	1.0994309771540616	1.108903297756313	1.1133094714531695	1.1181083974675958	1.1158651321873179	1.1032836650730957	1.09189199929207	1.0800667936169823	1.0794136340323075	1.0791756434669506	1.0773707653409927	1.0779925532967516	1.0805644462533162	1.1187945680299165	1.1300820329119152	1.12967306652892	1.1348632431852	1.150869465505776	1.1538305996336666	1.1533168331727703	1.157731743119946	1.1577162245700565	1.156275994032722	1.1582629640199598	1.1603240010851323	1.1732111775157386	1.1810904541401945	1.1823871282110412	1.1951410824814581	1.216712839036074	1.2186940251031304	1.2225280426023328	1.2279391240767374	1.234382958184281	1.2382705911375878	1.237862037871772	1.234882440336063	1.2038152610834174	1.1714848989113766	1.1746346348639483	1.168877485482496	1.1589497550742558	1.1526513165695853	1.1497616321124664	1.1458616842533684	1.144363253740432	1.1453208222596245	1.1402487279383196	1.13681665666961	1.1289319183253406	1.1197269728234152	1.1059582381885291	1.0868919458370345	1.059852406519568	1.0279848543348975	0.9909800356522789	0.9438110604457614	0.8846843299407818	0.8078056828217687	0.7232418806355247	0.6391731756998803	0.5313807228827473	0.4082429508733755	0.2878637407806561	0.17006870259705342	0.05362354376094085
GEM_50_TAX_10_5	0.43652245151231006	0.4616632564015709	0.4783019470582279	0.49950704874200036	0.5513863686853434	0.5899112498029435	0.6359528083423884	0.6819658248151065	0.7143593203750209	0.7445589654756409	0.775305863318219	0.803479540476505	0.82780786824874	0.8544100219757511	0.8764445072771404	0.9003884540259102	0.9287826588563659	0.9611513388432292	0.9764217044450562	0.9910505961127204	1.0044263608759492	1.0187046368909543	1.0341707926114037	1.052014276811865	1.0571888865020425	1.065284056975304	1.068106840595679	1.0676272508375633	1.0659060259307862	1.0621833079555507	1.0607243434278868	1.0539439242363617	1.0587566013986893	1.068586034469479	1.0809097590634344	1.091533829040862	1.0959291884126068	1.1020414148087756	1.1022543622776912	1.0924193343591488	1.0852041084283555	1.0749292896611546	1.0756043295778386	1.07573960800399	1.07505297265472	1.0775859962206777	1.0813048554496105	1.1255062003629226	1.1377790991412309	1.1357651940290354	1.1425821960182112	1.1611121107867464	1.1657858385536415	1.1702074246985419	1.1755553537498562	1.1762276027984682	1.1756222867366881	1.1774505112107618	1.1817452176387535	1.1962078232015823	1.205833802217251	1.2075151643849884	1.2213726528213162	1.2444942327069863	1.2474883144769175	1.2531960929735115	1.2613740332586383	1.2703641257556286	1.2752410328564179	1.2762587367915172	1.2744697470239879	1.2410567680348357	1.206023233470783	1.2083975054418323	1.2011722148428359	1.1901119055424692	1.183122677581092	1.181000842646346	1.1780597896875271	1.177627361400211	1.1787340980686445	1.173544381338903	1.1692096300070458	1.1625738771255016	1.1531982670369052	1.1381349401193248	1.1153496062963584	1.0879777170315557	1.0545606397136973	1.0169075776286998	0.9690917588673856	0.9077637373641552	0.8284493690408854	0.7411318399958208	0.6546275641355045	0.5445170581259574	0.4179820139056452	0.29510607701755986	0.1735867222230931	0.054321849847240346
