Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	X	MT
GEM_50_TAX_10_6	1.0551615153606833	0.9352156624301552	0.8801542080846727	0.5546542168779519	0.9564518502120337	0.9595703764551318	1.0894148535953743	0.9731905594345732	1.1158905174708733	0.7497913717921527	1.3027325507986114	1.5248266920484261	0.4146275448522889	2.8226526250093564	0.8053235209221038	1.1734295203243525	2.18093129032771	0.3697507868952713	1.0590594478881892	1.080917529025197	0.7369186903692687	0.859322259455133	0.365180409965124	1128.2206276344264
SIM_1	1.037795794340145	0.9338438691308262	0.8932314155817318	0.5666093431908268	0.9500233326735449	0.9313093792967324	1.102827656626506	0.9803322490769778	1.1294885617109025	0.7424998949373317	1.359820472801108	1.4289958255564401	0.4149214798189287	3.011415771803006	0.7953291877719504	1.1873846195896482	2.1245187322409578	0.3541777970525562	0.9795604902114703	1.011390021784999	0.6697774705962881	0.8219806684228733	0.37156558073422885	1455.3474606141242
SIM_2	1.066170453424402	0.9357606318275831	0.828968807838111	0.5591506875261414	0.9247819308351427	0.8318426552067213	1.1268516135512785	0.9954323024761709	1.0526256071636595	0.7542675832423554	1.3801047846324344	1.467987164498118	0.43144129207199605	2.5400312906281677	0.8028430084714484	1.3214779888994144	2.6466782378720684	0.34541879120237456	1.071080756408421	1.1382476003413402	0.7656555600610443	0.8657243677334103	0.36300728066759874	1346.2709722147013
SIM_3	1.0523726881714894	0.9477404209901719	0.9061329395643711	0.5829477876333915	0.9557408984931449	0.9845070495712313	1.089468469082745	0.9686970157979435	1.0764943761986034	0.7537479385196523	1.3012687845554987	1.4217841428456706	0.42684738717393356	2.982842667768648	0.804398658105163	1.106101487694665	2.23437067622153	0.36910489409336344	1.0157129856233942	1.0047165289219304	0.6589579603720758	0.8493913626476345	0.3749414970231364	875.4461787154387
SIM_4	1.113265406320607	1.011583968167385	0.8470048543149983	0.6387331085606176	1.033852088595396	0.8807266387980895	1.2247167834545334	1.0706110959480641	0.9383245711475551	0.8059347830864007	1.4142380734331181	1.4320340709962291	0.45498163135763897	1.986076464694576	0.8561692087844769	1.3557568864808014	2.1346269135508447	0.37578422158920183	1.027452795249846	1.1281516679737837	0.709688366355075	0.8439972825491775	0.39044138383699445	1138.4768446156527
SIM_5	1.1121646650557415	1.0195897476123388	0.8726177084557865	0.6340516100623056	1.0358163107258345	0.9207597272658891	1.1837334243083755	1.043371691398049	0.9472584768776657	0.8064269539912113	1.3602545692287271	1.4659809153238272	0.4791414693625524	2.0441377592243204	0.8461640600371595	1.2136213203662518	2.2317455158491195	0.3852403046910849	1.0220437763986685	1.0820403705176274	0.6792595729608375	0.8287573468274457	0.4023515668811855	1038.3719242505824
SIM_6	1.1022465823734169	1.0302977179302648	0.8618802830977195	0.6240473515658204	1.014191055717311	0.9493320208673948	1.1468542107221673	1.0324758513464192	1.008552533175602	0.7868362279200871	1.3188784454744378	1.5211921528814574	0.4471142527245997	2.441656093839514	0.8548053335814833	1.168614639602942	1.9636599048499406	0.39013858541465873	1.0109799500587677	1.0313438312187144	0.6213048375565142	0.8103121124296075	0.3912120181260103	884.116024283862
VPA_1	1.0429092950456726	0.8892158513645233	0.9174007703610263	0.5127213880469745	0.8822460735562703	0.9915502132243766	0.9634971392275076	0.8474999528664199	1.2207804883144568	0.7019395655431311	1.1701353234655807	1.3411889127722805	0.3598227205235619	3.438587622745035	0.7783444953660952	1.0043015829174877	3.1497385616525917	0.3626596940724	0.9984932348303587	0.9190374545279795	0.5996962304350391	0.8255137180945955	0.356982212455667	1001.4400167901598
VPA_2	1.0391621208654038	0.8768116249454085	0.8407233504812731	0.5259419304748817	0.8822787268315704	0.9434975499943623	1.0183609186585427	0.9020591499817814	1.1382239472175966	0.6993939341139866	1.25587360225149	1.3792207128802936	0.3855519477796495	3.098373394052857	0.7560475751703984	1.1130553837254127	3.3957322052355092	0.33776956856750767	0.9928443120839965	1.0057815901252254	0.6705614252667911	0.8507627062692537	0.3528578244372005	1137.3383903054212
VPA_3	1.0787943531522437	0.8808689353883281	0.888907021374554	0.5034209955948203	0.8662801125442638	0.9239511295802267	1.0228999842642146	0.8820709911680821	1.1979121388726457	0.7147304375741276	1.2464199544313703	1.3261875275328954	0.37104537489467654	3.2006758859801723	0.7564837113545374	1.136318394373866	3.16038420360962	0.3434027893419958	1.0067494075137895	1.0025754817741248	0.6472596187779621	0.8552636866507262	0.34756662351932005	1045.3201120037202
VPA_4	1.116739474117309	0.9957380122235249	0.8540694375990191	0.6208941272083282	1.0060941457835888	0.8548281526966058	1.1753828793430041	1.0363169418791034	0.9847911478401443	0.7869667449815235	1.4213812732313136	1.4413030013050687	0.44432870767618743	2.157135469497197	0.8277789740856728	1.2667360589826442	2.3333060720447234	0.36539807333209406	1.0267321089141626	1.1109415115407382	0.7169422410928425	0.8222692843878733	0.39025189358049395	1200.708923820431
VPA_5	1.0907206760421213	0.9896006998633518	0.8573324184606813	0.6250863519967603	1.0319826719418543	1.0473250118710051	1.1213724458458194	0.9908601199527589	0.9674281993306704	0.772856672659157	1.281342112300838	1.4434488075259897	0.4420841907888302	2.486228017644794	0.8393774760997469	1.1074044242403385	2.2554232514405674	0.38987608743178664	1.0755504111372638	1.0245656395546923	0.653745064718881	0.8500176771570748	0.39433861038807994	837.3062668280207
